"","price.index","arr_time.x","dep_time.x","dur_hours.x","dur_minutes.x","parse_time.x","fl_class.x","fl_from.x","fl_to.x","arr_time.y","dep_time.y","dur_hours.y","dur_minutes.y","parse_time.y","fl_class.y","fl_from.y","fl_to.y","changes1","changes2","ncomp","options1","options2","price","stops1","stops2","opt.sum","Aeroflot","Aigle Azur","Air Berlin","Air France","Alitalia","British Airways","Czech Airlines","Finnair","KLM","LOT Polish Airlines","Lufthansa","Niki Luftfahrt","Rossiya","SAS","Swiss","Transaero","Tyrolean","Ukraine Intl"
"80",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:40","2013-05-28 13:25",6,15,"2013-05-10 23:51","E","MOW","PAR",1,3,3,1,3,17088,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81",28,"2013-05-15 19:35","2013-05-15 16:00",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:05","2013-05-28 20:20",5,45,"2013-05-10 23:51","E","MOW","PAR",1,3,3,1,3,17088,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"82",29,"2013-05-15 08:10","2013-05-15 04:55",5,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:45","2013-05-28 08:55",4,50,"2013-05-10 23:51","E","MOW","PAR",1,2,1,1,2,17091,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"83",29,"2013-05-15 08:10","2013-05-15 04:55",5,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 03:50","2013-05-28 21:00",4,50,"2013-05-10 23:51","E","MOW","PAR",1,2,1,1,2,17091,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"84",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"85",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"86",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"87",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"88",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"89",30,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"90",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"91",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"92",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"93",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"94",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"95",30,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"96",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"97",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"99",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101",30,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",3,6,3,3,6,17343,1,1,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"102",31,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:10","2013-05-28 07:15",5,55,"2013-05-10 23:51","E","MOW","PAR",1,2,3,1,2,17590,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"103",31,"2013-05-15 21:55","2013-05-15 18:35",5,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 16:35","2013-05-28 07:15",7,20,"2013-05-10 23:51","E","MOW","PAR",1,2,3,1,2,17590,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"104",32,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,17668,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105",32,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,17668,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"106",33,"2013-05-15 17:55","2013-05-15 11:40",8,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:30","2013-05-28 12:40",6,50,"2013-05-10 23:51","E","MOW","PAR",1,2,3,1,2,17728,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"107",33,"2013-05-15 17:55","2013-05-15 11:40",8,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 22:30","2013-05-28 12:40",7,50,"2013-05-10 23:51","E","MOW","PAR",1,2,3,1,2,17728,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"108",34,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 20:05","2013-05-28 11:00",7,5,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18059,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"109",34,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 20:05","2013-05-28 11:00",7,5,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18059,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"110",35,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18080,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"111",35,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18080,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"112",36,"2013-05-15 19:35","2013-05-15 15:45",5,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,18085,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"113",36,"2013-05-15 22:05","2013-05-15 15:45",8,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,18085,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"114",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"115",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"116",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"117",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"118",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"119",37,"2013-05-15 11:05","2013-05-15 05:50",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"120",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"121",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"122",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"123",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"124",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"125",37,"2013-05-15 23:25","2013-05-15 17:45",7,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,4,2,6,18086,1,1,8,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"126",38,"2013-05-15 20:15","2013-05-15 16:30",5,45,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:45","2013-05-28 08:55",4,50,"2013-05-10 23:51","E","MOW","PAR",1,2,1,1,2,18113,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"127",38,"2013-05-15 20:15","2013-05-15 16:30",5,45,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 03:50","2013-05-28 21:00",4,50,"2013-05-10 23:51","E","MOW","PAR",1,2,1,1,2,18113,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"128",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"129",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"130",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"131",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"132",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"133",39,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"134",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 08:45",6,15,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"135",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:00","2013-05-28 09:35",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"136",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 09:35",6,40,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"137",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 18:15","2013-05-28 10:20",5,55,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"138",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 16:40",7,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"139",39,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 18:40",5,25,"2013-05-10 23:51","E","MOW","PAR",2,6,3,2,6,18363,1,1,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"140",40,"2013-05-15 22:15","2013-05-15 18:15",6,0,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:25","2013-05-28 16:55",6,30,"2013-05-10 23:51","E","MOW","PAR",1,1,2,1,1,18381,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"141",41,"2013-05-15 21:35","2013-05-15 17:15",6,20,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 04:20","2013-05-28 19:40",6,40,"2013-05-10 23:51","E","MOW","PAR",1,1,1,1,1,18467,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"142",42,"2013-05-15 22:20","2013-05-15 16:30",7,50,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 22:35","2013-05-28 13:25",7,10,"2013-05-10 23:51","E","MOW","PAR",1,1,3,1,1,18508,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"143",43,"2013-05-15 09:25","2013-05-15 05:30",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 17:50",6,15,"2013-05-10 23:51","E","MOW","PAR",3,1,2,3,1,18517,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"144",43,"2013-05-15 10:45","2013-05-15 05:30",7,15,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 17:50",6,15,"2013-05-10 23:51","E","MOW","PAR",3,1,2,3,1,18517,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"145",43,"2013-05-15 12:00","2013-05-15 05:30",8,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 02:05","2013-05-28 17:50",6,15,"2013-05-10 23:51","E","MOW","PAR",3,1,2,3,1,18517,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"146",44,"2013-05-15 12:40","2013-05-15 10:35",4,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 15:00","2013-05-28 09:20",3,40,"2013-05-10 23:51","E","MOW","PAR",0,0,2,1,2,18568,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"147",44,"2013-05-15 12:40","2013-05-15 10:35",4,5,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 21:30","2013-05-28 15:30",4,0,"2013-05-10 23:51","E","MOW","PAR",0,0,2,1,2,18568,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"148",45,"2013-05-15 22:15","2013-05-15 18:15",6,0,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 20:05","2013-05-28 11:00",7,5,"2013-05-10 23:51","E","MOW","PAR",1,1,3,1,1,18760,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"149",46,"2013-05-15 22:15","2013-05-15 18:15",6,0,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:50","2013-05-28 07:00",5,50,"2013-05-10 23:51","E","MOW","PAR",1,1,3,1,1,18775,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"150",47,"2013-05-15 22:15","2013-05-15 18:15",6,0,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 14:45","2013-05-28 06:10",6,35,"2013-05-10 23:51","E","MOW","PAR",1,1,3,1,1,18786,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"151",48,"2013-05-15 19:15","2013-05-15 15:40",5,35,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:25","2013-05-28 16:55",6,30,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18792,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"152",48,"2013-05-15 21:35","2013-05-15 15:40",7,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-29 01:25","2013-05-28 16:55",6,30,"2013-05-10 23:51","E","MOW","PAR",2,1,2,2,1,18792,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"153",49,"2013-05-15 13:15","2013-05-15 09:20",5,55,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,18828,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"154",49,"2013-05-15 14:45","2013-05-15 09:20",7,25,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",2,1,1,2,1,18828,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"155",50,"2013-05-15 10:45","2013-05-15 07:05",5,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"156",50,"2013-05-15 13:15","2013-05-15 07:05",8,10,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"157",50,"2013-05-15 17:05","2013-05-15 13:35",5,30,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"158",50,"2013-05-15 18:15","2013-05-15 13:35",6,40,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"159",50,"2013-05-15 19:20","2013-05-15 13:35",7,45,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"160",50,"2013-05-15 21:35","2013-05-15 17:35",6,0,"2013-05-10 23:51","E","MOW","PAR","2013-05-28 17:30","2013-05-28 09:20",6,10,"2013-05-10 23:51","E","MOW","PAR",8,1,1,8,1,18847,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
