,arr_time,dep_time,dur_hours,dur_minutes,parse_time,fl_class,fl_from,fl_to
190,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
191,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
192,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
193,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
194,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
195,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
196,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
197,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
198,2013-05-15 11:05,2013-05-15 05:50,7,15,2013-05-10 23:51,E,MOW,PAR
199,2013-05-15 23:25,2013-05-15 17:45,7,40,2013-05-10 23:51,E,MOW,PAR
200,2013-05-28 21:00,2013-05-28 11:05,7,55,2013-05-10 23:51,E,MOW,PAR
201,2013-05-15 11:05,2013-05-15 05:50,7,15,2013-05-10 23:51,E,MOW,PAR
202,2013-05-15 23:25,2013-05-15 17:45,7,40,2013-05-10 23:51,E,MOW,PAR
203,2013-05-28 16:35,2013-05-28 07:00,7,35,2013-05-10 23:51,E,MOW,PAR
204,2013-05-28 21:00,2013-05-28 12:35,6,25,2013-05-10 23:51,E,MOW,PAR
205,2013-05-29 03:35,2013-05-28 18:35,7,0,2013-05-10 23:51,E,MOW,PAR
206,2013-05-15 20:30,2013-05-15 16:55,5,35,2013-05-10 23:51,E,MOW,PAR
207,2013-05-28 16:10,2013-05-28 08:45,5,25,2013-05-10 23:51,E,MOW,PAR
208,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
209,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
210,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
211,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
212,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
213,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
214,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
215,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
216,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
217,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
218,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
219,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
220,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
221,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
222,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
223,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
224,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
225,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
226,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
227,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
228,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
229,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
230,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
231,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
232,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
233,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
234,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
235,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
236,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
237,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
238,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
239,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
240,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
241,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
242,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
243,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
244,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
245,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
246,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
247,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
248,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
249,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
250,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
251,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
252,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
253,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
254,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
255,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
256,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
257,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
258,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
259,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
260,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
261,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
262,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
263,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
264,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
265,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
266,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
267,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
268,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
269,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
270,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
271,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
272,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
273,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
274,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
275,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
276,2013-05-15 22:20,2013-05-15 17:20,7,0,2013-05-10 23:51,E,MOW,PAR
277,2013-05-15 22:20,2013-05-15 18:50,5,30,2013-05-10 23:51,E,MOW,PAR
278,2013-05-28 20:05,2013-05-28 11:00,7,5,2013-05-10 23:51,E,MOW,PAR
279,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
280,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
281,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
282,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
283,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
284,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
285,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
286,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
287,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
288,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
289,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
290,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
291,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
292,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
293,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
294,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
295,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
296,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
297,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
298,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
299,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
300,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
301,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
302,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
303,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
304,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
305,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
306,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
307,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
308,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
309,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
310,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
311,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
312,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
313,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
314,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
315,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
316,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
317,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
318,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
319,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
320,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
321,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
322,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
323,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
324,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
325,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
326,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
327,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
328,2013-05-15 21:35,2013-05-15 17:10,6,25,2013-05-10 23:51,E,MOW,PAR
329,2013-05-28 21:30,2013-05-28 12:20,7,10,2013-05-10 23:51,E,MOW,PAR
330,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
331,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
332,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
333,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
334,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
335,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
336,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
337,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
338,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
339,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
340,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
341,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
342,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
343,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
344,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
345,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
346,2013-05-15 12:40,2013-05-15 10:35,4,5,2013-05-10 23:51,E,MOW,PAR
347,2013-05-28 15:00,2013-05-28 09:20,3,40,2013-05-10 23:51,E,MOW,PAR
348,2013-05-28 21:30,2013-05-28 15:30,4,0,2013-05-10 23:51,E,MOW,PAR
349,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
350,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
351,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
352,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
353,2013-05-15 12:40,2013-05-15 10:35,4,5,2013-05-10 23:51,E,MOW,PAR
354,2013-05-28 15:00,2013-05-28 09:20,3,40,2013-05-10 23:51,E,MOW,PAR
355,2013-05-28 21:30,2013-05-28 15:30,4,0,2013-05-10 23:51,E,MOW,PAR
356,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
357,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
358,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
359,2013-05-15 09:20,2013-05-15 07:25,3,55,2013-05-10 23:51,E,MOW,PAR
360,2013-05-15 10:45,2013-05-15 08:50,3,55,2013-05-10 23:51,E,MOW,PAR
361,2013-05-15 11:40,2013-05-15 09:45,3,55,2013-05-10 23:51,E,MOW,PAR
362,2013-05-15 13:10,2013-05-15 11:10,4,0,2013-05-10 23:51,E,MOW,PAR
363,2013-05-15 14:35,2013-05-15 12:40,3,55,2013-05-10 23:51,E,MOW,PAR
364,2013-05-15 16:05,2013-05-15 14:10,3,55,2013-05-10 23:51,E,MOW,PAR
365,2013-05-15 17:00,2013-05-15 15:05,3,55,2013-05-10 23:51,E,MOW,PAR
366,2013-05-15 18:10,2013-05-15 16:15,3,55,2013-05-10 23:51,E,MOW,PAR
367,2013-05-15 20:55,2013-05-15 18:55,4,0,2013-05-10 23:51,E,MOW,PAR
368,2013-05-15 21:40,2013-05-15 19:45,3,55,2013-05-10 23:51,E,MOW,PAR
369,2013-05-28 21:30,2013-05-28 15:30,4,0,2013-05-10 23:51,E,MOW,PAR
370,2013-05-15 12:40,2013-05-15 10:35,4,5,2013-05-10 23:51,E,MOW,PAR
371,2013-05-28 13:10,2013-05-28 07:30,3,40,2013-05-10 23:51,E,MOW,PAR
372,2013-05-28 15:15,2013-05-28 09:35,3,40,2013-05-10 23:51,E,MOW,PAR
373,2013-05-28 17:20,2013-05-28 11:45,3,35,2013-05-10 23:51,E,MOW,PAR
374,2013-05-28 18:35,2013-05-28 12:45,3,50,2013-05-10 23:51,E,MOW,PAR
375,2013-05-28 19:30,2013-05-28 14:00,3,30,2013-05-10 23:51,E,MOW,PAR
376,2013-05-28 21:25,2013-05-28 15:55,3,30,2013-05-10 23:51,E,MOW,PAR
377,2013-05-28 21:40,2013-05-28 16:00,3,40,2013-05-10 23:51,E,MOW,PAR
378,2013-05-28 23:45,2013-05-28 18:10,3,35,2013-05-10 23:51,E,MOW,PAR
379,2013-05-29 01:10,2013-05-28 19:30,3,40,2013-05-10 23:51,E,MOW,PAR
380,2013-05-29 05:00,2013-05-28 23:25,3,35,2013-05-10 23:51,E,MOW,PAR
