,arr_time,dep_time,dur_hours,dur_minutes,fl_class,fl_from,fl_to,parse_time
0,2013-05-16 17:10,2013-05-16 12:20,6,50,B,LED,ROM,2013-05-13 16:25
1,2013-05-31 11:50,2013-05-30 17:55,15,55,B,LED,ROM,2013-05-13 16:25
2,2013-05-16 19:20,2013-05-16 11:00,10,20,B,LED,ROM,2013-05-13 16:25
3,2013-05-31 14:50,2013-05-30 20:05,16,45,B,LED,ROM,2013-05-13 16:25
4,2013-05-31 17:00,2013-05-30 20:05,18,55,B,LED,ROM,2013-05-13 16:25
5,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
6,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
7,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
8,2013-05-31 00:25,2013-05-30 06:40,15,45,B,LED,ROM,2013-05-13 16:25
9,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
10,2013-05-31 00:25,2013-05-30 08:45,13,40,B,LED,ROM,2013-05-13 16:25
11,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
12,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
13,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
14,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
15,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
16,2013-05-31 00:15,2013-05-30 06:45,15,30,B,LED,ROM,2013-05-13 16:25
17,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
18,2013-05-31 00:15,2013-05-30 10:10,12,5,B,LED,ROM,2013-05-13 16:25
19,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
20,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
21,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
22,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
23,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
24,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
25,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
26,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
27,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
28,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
29,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
30,2013-05-31 00:25,2013-05-30 06:40,15,45,B,LED,ROM,2013-05-13 16:25
31,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
32,2013-05-31 00:25,2013-05-30 08:45,13,40,B,LED,ROM,2013-05-13 16:25
33,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
34,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
35,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
36,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
37,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
38,2013-05-31 16:00,2013-05-30 19:05,18,55,B,LED,ROM,2013-05-13 16:25
39,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
40,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
41,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
42,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
43,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
44,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
45,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
46,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
47,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
48,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
49,2013-05-31 00:15,2013-05-30 06:45,15,30,B,LED,ROM,2013-05-13 16:25
50,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
51,2013-05-31 00:15,2013-05-30 10:10,12,5,B,LED,ROM,2013-05-13 16:25
52,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
53,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
54,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
55,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
56,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
57,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
58,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
59,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
60,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
61,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
62,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
63,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
64,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
65,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
66,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
67,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
68,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
69,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
70,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
71,2013-05-31 16:00,2013-05-30 19:05,18,55,B,LED,ROM,2013-05-13 16:25
72,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
73,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
74,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
75,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
76,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
77,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
78,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
79,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
80,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
81,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
82,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
83,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
84,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
85,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
86,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
87,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
88,2013-05-16 17:10,2013-05-16 12:20,6,50,B,LED,ROM,2013-05-13 16:25
89,2013-05-31 14:50,2013-05-30 20:05,16,45,B,LED,ROM,2013-05-13 16:25
90,2013-05-31 17:00,2013-05-30 20:05,18,55,B,LED,ROM,2013-05-13 16:25
91,2013-05-16 19:20,2013-05-16 11:00,10,20,B,LED,ROM,2013-05-13 16:25
92,2013-05-31 11:50,2013-05-30 17:55,15,55,B,LED,ROM,2013-05-13 16:25
93,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
94,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
95,2013-05-31 00:25,2013-05-30 06:40,15,45,B,LED,ROM,2013-05-13 16:25
96,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
97,2013-05-31 00:25,2013-05-30 08:45,13,40,B,LED,ROM,2013-05-13 16:25
98,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
99,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
100,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
101,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
102,2013-05-31 00:15,2013-05-30 06:45,15,30,B,LED,ROM,2013-05-13 16:25
103,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
104,2013-05-31 00:15,2013-05-30 10:10,12,5,B,LED,ROM,2013-05-13 16:25
105,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
106,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
107,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
108,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
109,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
110,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
111,2013-05-31 16:00,2013-05-30 19:05,18,55,B,LED,ROM,2013-05-13 16:25
112,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
113,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
114,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
115,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
116,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
117,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
118,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
119,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
120,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
121,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
122,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
123,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
124,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
125,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
126,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
127,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
128,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
129,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
130,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
131,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
132,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
133,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
134,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
135,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
136,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
137,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
138,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
139,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
140,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
141,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
142,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
143,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
144,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
145,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
146,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
147,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
148,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
149,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
150,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
151,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
152,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
153,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
154,2013-05-31 13:50,2013-05-30 19:15,16,35,B,LED,ROM,2013-05-13 16:25
155,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
156,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
157,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
158,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
159,2013-05-31 13:50,2013-05-30 19:15,16,35,B,LED,ROM,2013-05-13 16:25
160,2013-05-16 11:00,2013-05-16 05:50,7,10,B,LED,ROM,2013-05-13 16:25
161,2013-05-16 13:30,2013-05-16 05:50,9,40,B,LED,ROM,2013-05-13 16:25
162,2013-05-31 13:50,2013-05-30 18:25,17,25,B,LED,ROM,2013-05-13 16:25
163,2013-05-16 12:30,2013-05-16 06:05,8,25,B,LED,ROM,2013-05-13 16:25
164,2013-05-16 14:05,2013-05-16 06:05,10,0,B,LED,ROM,2013-05-13 16:25
165,2013-05-16 23:35,2013-05-16 14:55,10,40,B,LED,ROM,2013-05-13 16:25
166,2013-05-16 23:35,2013-05-16 19:20,6,15,B,LED,ROM,2013-05-13 16:25
167,2013-05-31 13:50,2013-05-30 18:25,17,25,B,LED,ROM,2013-05-13 16:25
168,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
169,2013-05-31 13:50,2013-05-30 19:15,16,35,B,LED,ROM,2013-05-13 16:25
170,2013-05-16 14:20,2013-05-16 05:20,11,0,B,LED,ROM,2013-05-13 16:25
171,2013-05-31 13:50,2013-05-30 18:25,17,25,B,LED,ROM,2013-05-13 16:25
172,2013-05-16 19:05,2013-05-16 15:05,6,0,B,LED,ROM,2013-05-13 16:25
173,2013-05-16 22:40,2013-05-16 15:05,9,35,B,LED,ROM,2013-05-13 16:25
174,2013-05-31 11:50,2013-05-30 17:55,15,55,B,LED,ROM,2013-05-13 16:25
175,2013-05-16 19:05,2013-05-16 15:05,6,0,B,LED,ROM,2013-05-13 16:25
176,2013-05-30 16:00,2013-05-30 06:40,7,20,B,LED,ROM,2013-05-13 16:25
177,2013-05-30 16:00,2013-05-30 08:45,5,15,B,LED,ROM,2013-05-13 16:25
178,2013-05-31 00:25,2013-05-30 12:05,10,20,B,LED,ROM,2013-05-13 16:25
179,2013-05-31 00:25,2013-05-30 14:30,7,55,B,LED,ROM,2013-05-13 16:25
180,2013-05-31 00:25,2013-05-30 17:20,5,5,B,LED,ROM,2013-05-13 16:25
181,2013-05-16 19:05,2013-05-16 15:05,6,0,B,LED,ROM,2013-05-13 16:25
182,2013-05-30 18:10,2013-05-30 06:45,9,25,B,LED,ROM,2013-05-13 16:25
183,2013-05-30 18:10,2013-05-30 10:10,6,0,B,LED,ROM,2013-05-13 16:25
184,2013-05-31 00:15,2013-05-30 13:20,8,55,B,LED,ROM,2013-05-13 16:25
185,2013-05-31 00:15,2013-05-30 14:55,7,20,B,LED,ROM,2013-05-13 16:25
186,2013-05-16 19:05,2013-05-16 15:05,6,0,B,LED,ROM,2013-05-13 16:25
187,2013-05-31 03:25,2013-05-30 15:05,10,20,B,LED,ROM,2013-05-13 16:25
